আমার আম্মু বলেছে প্রতিদিন তেতুল খেলে আমার শরীরের রক্ত পানি হয়ে যাবে,আমার আম্মা কইছইন প্রতিদিন তেতুল খাইলে আমার শরীরের রক্ত ফানি অই যাইবো,,,,,,
আমার ছোট ভাইয়ের প্রিয় ফল হলো জামরুল,আমার ছোট ভাইয়ের প্রিয় ফল অইলো জামির,,,,,,
শিশুটির কিছু দিন ধরে সর্দি কাশি,শিশুটার কিছুদিন ধরিয়া সর্দি কাশি,,,,,,
আমাদের গ্রামের বাজারে অনেক বড় একটি দেশী মুরগীর দোকান আছে,আমাদের গেরামের বাজারে বহুত বড় একটা দেশি মোরগির দোকান আছে,,,,,,
সকালে ঘুম থেকে উঠে নারিকেল পানি খেতে আমার খুব ভালো লাগে,বিয়ানে ঘুম থাকি উঠিয়া নাইকল ফানি খাইতে আমার খুব ভালা লাগে,,,,,,
আমি আজকে শিম ভাজি দিয়ে দুপুরে ভাত খেয়েছি,আমি আইজকে উরি ভাজি দিয়া মাধানে ভাত খাইছি,,,,,,
মা আমার জন্য শিম ভাজি রান্না করছে,মা আমার লাগি উরি ভাজি রান্দা করছইন,,,,,,
আম্মু রান্নাঘরে বসে মাটির পাতিলে মুরগির মাংস রান্না করছে,আম্মা রান্দাঘরো বইসা মাটির পাতিলো মুরগির মাংস রান্দা করছইন,,,,,,
অনেক মানুষই শখের বশে ছাদের উপর কবুতর পালন করে,বহুত মানুষই শখের বশে ছাদের উপর কইতর ফালে,,,,,,
দুইদিন ধরে আমার অনেক সর্দি-জ্বর,দুইদিন ধরিয়া আমার অনেক সর্দি- তাফ,,,,,,
সকালে ঘুম থেকে উঠেই ঘরের স্টোররুমটি পরিষ্কার করতে হবে,বিয়ানে ঘুম থাকি উঠিয়া ঘরের স্টোররুমটা পরিষ্কার করতো অইবো,,,,,,
লবণ দিয়ে পেয়ারা খেতে আমার ছোট বোন খুব পছন্দ করে,নোন দিয়া সফরি খাইতে আমার ছোট বোইন খুব ফছন্দ করইন,,,,,,
মা রান্নাঘরে বসে আমার বাবার জন্য শিমের তরকারি রান্না করছে,আম্মা রান্দাঘরো বইয়া আমার বাবার লাগি উরির তরকারি রান্দা করছইন,,,,,,
আমি আর আব্বু গতকাল সিলেট থেকে ঢাকায় এসেছি,আমি আর আব্বা গতকাইল সিলেট থাকি ডাকাত আইছি,,,,,,
আম্মু লাকড়ির চুলায় রান্না করছে,আম্মা লাকড়ির চুলাত রান্দা করছইন,,,,,,
আমার বড় বোনটি কাঁচা আমের শরবত খেতে খুব ভালবাসে,আমার বড় বোইনটা কাচা আমর শরবত খাইতে খুব ভালাফায়,,,,,,
এই বকা ছেলেটি দুইদিন ধরে পড়ালেখা করছে না,এই ফুঙ্গা ফুয়াটা দুইদিন ধরিয়া ফড়ালেখা করছইন না,,,,,,
বিকালে আম্মু আমার জন্য শসার সুপ রান্না করেছে,বিকালে আম্মা আমার লাগি শসার সুপ রান্দা করছইন,,,,,,
আমার স্কুলে কোনো খেলার মাঠ নেই,আমার স্কুলে কোনতা খেলার মাঠ নাই,,,,,,
আমরা সবাই একসাথে খেলা দেখছিলাম,আমরা সবাই একসাথে খেল দেখছিলাম,,,,,,
বিশ্বকাপ ক্রিকেট খেলা আজকে থেকে শুরু,বিশ্বকাপ ক্রিকেট খেলা আইজকে থাকি শুরু,,,,,,
আজকে ইংল্যান্ড বিশ্বকাপ ক্রিকেট খেলায় জিতে গেছে,আজকে ইংল্যান্ড বিশ্বকাপ ক্রিকেট খেলাত জিতি গেছে,,,,,,
চল আমরা সবাই গান গাই,চলো আমরা সবাই গান গাই,,,,,,
তুমি কি আমাকে এক গ্লাস পানি এনে দিতে পারবে ?,তুমি কি আমারে এক গ্লাস ফানি এনে দিতায় ফারবা?,,,,,,
আমি পারবো না পানি দিতে,আমি পারবো না ফানি দিতে,,,,,,
তোমার ভাই পড়ালেখাতে অনেক মেধাবি,তোমার ভাই ফড়ালেখাতে বহুত মেধাবি,,,,,,
আচ্ছা বলো দেখি বাংলাদেশে কয়টি জেলা?,আইচ্চা কও দেখি বাঙলাদেশো কয়টা জেলা?,,,,,,
সামনের দিকে যেয়ে মেয়েটি অনেক হাসবে,সামনর দিকে যাইয়া ফুড়িটা বহুত হাসবো,,,,,,
